날짜 및 시간 : 2025-07-16 11:57:42, 내부 온도 : 18, 외부 온도 : 15, 내부 습도 : 57, 외부 광량 : 714, 내부 CO2농도 : 0.040, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-18 19:45:00, 내부 온도 : 28, 외부 온도 : 1, 내부 습도 : 55, 외부 광량 : 591, 내부 CO2농도 : 0.081, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-18 19:45:05, 내부 온도 : 19, 외부 온도 : 8, 내부 습도 : 55, 외부 광량 : 700, 내부 CO2농도 : 0.090, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-18 19:45:10, 내부 온도 : 27, 외부 온도 : 0, 내부 습도 : 50, 외부 광량 : 568, 내부 CO2농도 : 0.070, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-18 19:45:15, 내부 온도 : 27, 외부 온도 : 19, 내부 습도 : 50, 외부 광량 : 506, 내부 CO2농도 : 0.025, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-18 19:46:38, 내부 온도 : 26, 외부 온도 : 6, 내부 습도 : 55, 외부 광량 : 662, 내부 CO2농도 : 0.049, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-18 19:46:43, 내부 온도 : 29, 외부 온도 : 3, 내부 습도 : 55, 외부 광량 : 685, 내부 CO2농도 : 0.037, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-18 19:46:48, 내부 온도 : 26, 외부 온도 : 12, 내부 습도 : 52, 외부 광량 : 517, 내부 CO2농도 : 0.051, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-18 19:46:53, 내부 온도 : 30, 외부 온도 : 4, 내부 습도 : 55, 외부 광량 : 661, 내부 CO2농도 : 0.071, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-19 10:20:24, 내부 온도 : 27, 외부 온도 : 16, 내부 습도 : 60, 외부 광량 : 626, 내부 CO2농도 : 0.055, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-19 10:20:29, 내부 온도 : 24, 외부 온도 : 5, 내부 습도 : 52, 외부 광량 : 713, 내부 CO2농도 : 0.100, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-19 10:54:24, 내부 온도 : 29, 외부 온도 : 17, 내부 습도 : 60, 외부 광량 : 675, 내부 CO2농도 : 0.030, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-19 10:54:29, 내부 온도 : 28, 외부 온도 : 2, 내부 습도 : 51, 외부 광량 : 523, 내부 CO2농도 : 0.038, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-19 10:54:34, 내부 온도 : 25, 외부 온도 : 19, 내부 습도 : 58, 외부 광량 : 604, 내부 CO2농도 : 0.070, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-19 10:54:39, 내부 온도 : 20, 외부 온도 : 9, 내부 습도 : 51, 외부 광량 : 634, 내부 CO2농도 : 0.054, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-19 10:54:44, 내부 온도 : 27, 외부 온도 : 7, 내부 습도 : 52, 외부 광량 : 659, 내부 CO2농도 : 0.036, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-19 10:54:49, 내부 온도 : 30, 외부 온도 : 5, 내부 습도 : 60, 외부 광량 : 568, 내부 CO2농도 : 0.038, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-19 10:54:54, 내부 온도 : 19, 외부 온도 : 3, 내부 습도 : 52, 외부 광량 : 601, 내부 CO2농도 : 0.038, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-19 10:54:59, 내부 온도 : 24, 외부 온도 : 0, 내부 습도 : 60, 외부 광량 : 704, 내부 CO2농도 : 0.031, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-19 10:55:04, 내부 온도 : 24, 외부 온도 : 7, 내부 습도 : 56, 외부 광량 : 697, 내부 CO2농도 : 0.070, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-19 10:55:09, 내부 온도 : 21, 외부 온도 : 21, 내부 습도 : 57, 외부 광량 : 687, 내부 CO2농도 : 0.058, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-19 10:56:50, 내부 온도 : 22, 외부 온도 : 0, 내부 습도 : 53, 외부 광량 : 684, 내부 CO2농도 : 0.066, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-19 10:56:55, 내부 온도 : 19, 외부 온도 : 7, 내부 습도 : 58, 외부 광량 : 691, 내부 CO2농도 : 0.034, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-19 10:57:00, 내부 온도 : 21, 외부 온도 : 8, 내부 습도 : 57, 외부 광량 : 679, 내부 CO2농도 : 0.098, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-19 10:57:05, 내부 온도 : 21, 외부 온도 : 10, 내부 습도 : 53, 외부 광량 : 534, 내부 CO2농도 : 0.033, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-19 11:00:42, 내부 온도 : 29, 외부 온도 : 12, 내부 습도 : 58, 외부 광량 : 532, 내부 CO2농도 : 0.074, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-19 11:00:47, 내부 온도 : 21, 외부 온도 : 17, 내부 습도 : 60, 외부 광량 : 675, 내부 CO2농도 : 0.085, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-19 11:00:52, 내부 온도 : 19, 외부 온도 : 7, 내부 습도 : 56, 외부 광량 : 576, 내부 CO2농도 : 0.037, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-19 11:06:42, 내부 온도 : 28, 외부 온도 : 9, 내부 습도 : 57, 외부 광량 : 527, 내부 CO2농도 : 0.091, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-19 11:06:47, 내부 온도 : 19, 외부 온도 : 8, 내부 습도 : 52, 외부 광량 : 622, 내부 CO2농도 : 0.030, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-19 11:06:52, 내부 온도 : 20, 외부 온도 : 9, 내부 습도 : 55, 외부 광량 : 661, 내부 CO2농도 : 0.082, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-19 11:06:57, 내부 온도 : 26, 외부 온도 : 15, 내부 습도 : 53, 외부 광량 : 686, 내부 CO2농도 : 0.025, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-19 11:07:02, 내부 온도 : 23, 외부 온도 : 7, 내부 습도 : 52, 외부 광량 : 624, 내부 CO2농도 : 0.064, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-19 11:07:07, 내부 온도 : 26, 외부 온도 : 14, 내부 습도 : 59, 외부 광량 : 552, 내부 CO2농도 : 0.022, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-19 11:12:16, 내부 온도 : 22, 외부 온도 : 21, 내부 습도 : 60, 외부 광량 : 611, 내부 CO2농도 : 0.089, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-19 11:14:40, 내부 온도 : 25, 외부 온도 : 5, 내부 습도 : 54, 외부 광량 : 655, 내부 CO2농도 : 0.032, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-19 11:14:45, 내부 온도 : 24, 외부 온도 : 9, 내부 습도 : 50, 외부 광량 : 598, 내부 CO2농도 : 0.083, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-19 11:14:50, 내부 온도 : 30, 외부 온도 : 20, 내부 습도 : 54, 외부 광량 : 696, 내부 CO2농도 : 0.070, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-21 10:44:48, 내부 온도 : 21, 외부 온도 : 19, 내부 습도 : 51, 외부 광량 : 511, 내부 CO2농도 : 0.078, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 10:49:53, 내부 온도 : 18, 외부 온도 : 6, 내부 습도 : 55, 외부 광량 : 691, 내부 CO2농도 : 0.085, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-21 10:49:58, 내부 온도 : 28, 외부 온도 : 7, 내부 습도 : 55, 외부 광량 : 688, 내부 CO2농도 : 0.038, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 10:50:03, 내부 온도 : 26, 외부 온도 : 9, 내부 습도 : 52, 외부 광량 : 630, 내부 CO2농도 : 0.044, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-21 10:50:08, 내부 온도 : 28, 외부 온도 : 20, 내부 습도 : 56, 외부 광량 : 607, 내부 CO2농도 : 0.099, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-21 10:50:13, 내부 온도 : 22, 외부 온도 : 4, 내부 습도 : 56, 외부 광량 : 593, 내부 CO2농도 : 0.100, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 10:50:18, 내부 온도 : 22, 외부 온도 : 9, 내부 습도 : 57, 외부 광량 : 506, 내부 CO2농도 : 0.038, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 10:50:23, 내부 온도 : 29, 외부 온도 : 13, 내부 습도 : 52, 외부 광량 : 637, 내부 CO2농도 : 0.056, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 10:50:28, 내부 온도 : 28, 외부 온도 : 7, 내부 습도 : 57, 외부 광량 : 708, 내부 CO2농도 : 0.032, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-21 10:50:33, 내부 온도 : 18, 외부 온도 : 1, 내부 습도 : 51, 외부 광량 : 685, 내부 CO2농도 : 0.084, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-21 10:50:38, 내부 온도 : 23, 외부 온도 : 9, 내부 습도 : 54, 외부 광량 : 622, 내부 CO2농도 : 0.034, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-21 10:50:43, 내부 온도 : 22, 외부 온도 : 3, 내부 습도 : 51, 외부 광량 : 572, 내부 CO2농도 : 0.095, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 10:50:48, 내부 온도 : 26, 외부 온도 : 1, 내부 습도 : 52, 외부 광량 : 579, 내부 CO2농도 : 0.082, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-21 10:50:53, 내부 온도 : 27, 외부 온도 : 21, 내부 습도 : 51, 외부 광량 : 603, 내부 CO2농도 : 0.028, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-21 10:50:58, 내부 온도 : 28, 외부 온도 : 0, 내부 습도 : 51, 외부 광량 : 573, 내부 CO2농도 : 0.064, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-21 10:51:03, 내부 온도 : 28, 외부 온도 : 12, 내부 습도 : 50, 외부 광량 : 715, 내부 CO2농도 : 0.089, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 10:51:08, 내부 온도 : 28, 외부 온도 : 21, 내부 습도 : 52, 외부 광량 : 651, 내부 CO2농도 : 0.077, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 10:51:13, 내부 온도 : 18, 외부 온도 : 13, 내부 습도 : 58, 외부 광량 : 609, 내부 CO2농도 : 0.051, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-21 10:53:16, 내부 온도 : 25, 외부 온도 : 18, 내부 습도 : 58, 외부 광량 : 714, 내부 CO2농도 : 0.025, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-21 10:53:21, 내부 온도 : 29, 외부 온도 : 8, 내부 습도 : 55, 외부 광량 : 650, 내부 CO2농도 : 0.038, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 10:53:26, 내부 온도 : 26, 외부 온도 : 6, 내부 습도 : 58, 외부 광량 : 708, 내부 CO2농도 : 0.024, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-21 10:55:36, 내부 온도 : 19, 외부 온도 : 6, 내부 습도 : 60, 외부 광량 : 592, 내부 CO2농도 : 0.064, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-21 10:55:41, 내부 온도 : 29, 외부 온도 : 7, 내부 습도 : 58, 외부 광량 : 638, 내부 CO2농도 : 0.047, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-21 10:55:46, 내부 온도 : 23, 외부 온도 : 2, 내부 습도 : 58, 외부 광량 : 686, 내부 CO2농도 : 0.030, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-21 10:57:28, 내부 온도 : 18, 외부 온도 : 11, 내부 습도 : 52, 외부 광량 : 579, 내부 CO2농도 : 0.064, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-21 10:57:33, 내부 온도 : 19, 외부 온도 : 8, 내부 습도 : 57, 외부 광량 : 701, 내부 CO2농도 : 0.044, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-21 10:57:38, 내부 온도 : 29, 외부 온도 : 13, 내부 습도 : 51, 외부 광량 : 680, 내부 CO2농도 : 0.094, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-21 10:57:43, 내부 온도 : 27, 외부 온도 : 11, 내부 습도 : 50, 외부 광량 : 526, 내부 CO2농도 : 0.059, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-21 10:57:48, 내부 온도 : 21, 외부 온도 : 17, 내부 습도 : 59, 외부 광량 : 572, 내부 CO2농도 : 0.036, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 10:57:53, 내부 온도 : 26, 외부 온도 : 7, 내부 습도 : 60, 외부 광량 : 597, 내부 CO2농도 : 0.082, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 10:57:58, 내부 온도 : 26, 외부 온도 : 21, 내부 습도 : 50, 외부 광량 : 655, 내부 CO2농도 : 0.069, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-21 10:58:03, 내부 온도 : 24, 외부 온도 : 14, 내부 습도 : 60, 외부 광량 : 706, 내부 CO2농도 : 0.057, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-21 10:58:08, 내부 온도 : 28, 외부 온도 : 21, 내부 습도 : 53, 외부 광량 : 517, 내부 CO2농도 : 0.042, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-21 10:59:30, 내부 온도 : 24, 외부 온도 : 17, 내부 습도 : 58, 외부 광량 : 638, 내부 CO2농도 : 0.074, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 10:59:35, 내부 온도 : 26, 외부 온도 : 4, 내부 습도 : 60, 외부 광량 : 657, 내부 CO2농도 : 0.094, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-21 10:59:40, 내부 온도 : 30, 외부 온도 : 0, 내부 습도 : 59, 외부 광량 : 500, 내부 CO2농도 : 0.082, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 10:59:45, 내부 온도 : 25, 외부 온도 : 2, 내부 습도 : 58, 외부 광량 : 642, 내부 CO2농도 : 0.027, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 10:59:50, 내부 온도 : 18, 외부 온도 : 0, 내부 습도 : 53, 외부 광량 : 706, 내부 CO2농도 : 0.068, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-21 10:59:55, 내부 온도 : 18, 외부 온도 : 18, 내부 습도 : 58, 외부 광량 : 576, 내부 CO2농도 : 0.023, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 11:00:00, 내부 온도 : 21, 외부 온도 : 20, 내부 습도 : 58, 외부 광량 : 682, 내부 CO2농도 : 0.042, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-21 11:00:05, 내부 온도 : 21, 외부 온도 : 0, 내부 습도 : 51, 외부 광량 : 541, 내부 CO2농도 : 0.022, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-21 11:00:10, 내부 온도 : 25, 외부 온도 : 8, 내부 습도 : 59, 외부 광량 : 533, 내부 CO2농도 : 0.026, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-21 11:00:15, 내부 온도 : 28, 외부 온도 : 3, 내부 습도 : 53, 외부 광량 : 520, 내부 CO2농도 : 0.044, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 11:00:20, 내부 온도 : 27, 외부 온도 : 19, 내부 습도 : 51, 외부 광량 : 524, 내부 CO2농도 : 0.070, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-21 11:00:25, 내부 온도 : 27, 외부 온도 : 19, 내부 습도 : 56, 외부 광량 : 556, 내부 CO2농도 : 0.058, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-21 11:01:52, 내부 온도 : 23, 외부 온도 : 4, 내부 습도 : 52, 외부 광량 : 599, 내부 CO2농도 : 0.069, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-21 11:01:57, 내부 온도 : 30, 외부 온도 : 20, 내부 습도 : 60, 외부 광량 : 635, 내부 CO2농도 : 0.089, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-21 11:02:02, 내부 온도 : 21, 외부 온도 : 16, 내부 습도 : 53, 외부 광량 : 588, 내부 CO2농도 : 0.081, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-21 11:02:07, 내부 온도 : 20, 외부 온도 : 9, 내부 습도 : 55, 외부 광량 : 603, 내부 CO2농도 : 0.049, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-21 11:02:12, 내부 온도 : 27, 외부 온도 : 11, 내부 습도 : 53, 외부 광량 : 572, 내부 CO2농도 : 0.030, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-21 11:02:17, 내부 온도 : 25, 외부 온도 : 3, 내부 습도 : 56, 외부 광량 : 609, 내부 CO2농도 : 0.025, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 11:12:06, 내부 온도 : 26, 외부 온도 : 16, 내부 습도 : 60, 외부 광량 : 506, 내부 CO2농도 : 0.028, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-21 11:12:11, 내부 온도 : 21, 외부 온도 : 11, 내부 습도 : 50, 외부 광량 : 518, 내부 CO2농도 : 0.078, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 11:12:16, 내부 온도 : 23, 외부 온도 : 9, 내부 습도 : 53, 외부 광량 : 589, 내부 CO2농도 : 0.097, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 11:12:21, 내부 온도 : 24, 외부 온도 : 9, 내부 습도 : 59, 외부 광량 : 661, 내부 CO2농도 : 0.024, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-21 11:12:26, 내부 온도 : 24, 외부 온도 : 2, 내부 습도 : 56, 외부 광량 : 699, 내부 CO2농도 : 0.034, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-21 11:12:31, 내부 온도 : 22, 외부 온도 : 20, 내부 습도 : 57, 외부 광량 : 625, 내부 CO2농도 : 0.037, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-21 11:14:00, 내부 온도 : 26, 외부 온도 : 2, 내부 습도 : 56, 외부 광량 : 548, 내부 CO2농도 : 0.028, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-21 11:14:05, 내부 온도 : 26, 외부 온도 : 4, 내부 습도 : 57, 외부 광량 : 692, 내부 CO2농도 : 0.059, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-21 11:15:45, 내부 온도 : 18, 외부 온도 : 18, 내부 습도 : 51, 외부 광량 : 558, 내부 CO2농도 : 0.036, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 11:15:56, 내부 온도 : 30, 외부 온도 : 7, 내부 습도 : 55, 외부 광량 : 659, 내부 CO2농도 : 0.026, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-21 11:16:01, 내부 온도 : 21, 외부 온도 : 16, 내부 습도 : 59, 외부 광량 : 584, 내부 CO2농도 : 0.070, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 11:16:05, 내부 온도 : 22, 외부 온도 : 9, 내부 습도 : 53, 외부 광량 : 651, 내부 CO2농도 : 0.025, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 11:16:06, 내부 온도 : 29, 외부 온도 : 15, 내부 습도 : 58, 외부 광량 : 536, 내부 CO2농도 : 0.066, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-21 11:16:10, 내부 온도 : 21, 외부 온도 : 17, 내부 습도 : 52, 외부 광량 : 617, 내부 CO2농도 : 0.058, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-21 11:16:11, 내부 온도 : 21, 외부 온도 : 19, 내부 습도 : 59, 외부 광량 : 589, 내부 CO2농도 : 0.049, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-21 11:16:15, 내부 온도 : 18, 외부 온도 : 8, 내부 습도 : 56, 외부 광량 : 553, 내부 CO2농도 : 0.072, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 11:16:16, 내부 온도 : 20, 외부 온도 : 3, 내부 습도 : 52, 외부 광량 : 615, 내부 CO2농도 : 0.048, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-21 11:16:20, 내부 온도 : 30, 외부 온도 : 3, 내부 습도 : 57, 외부 광량 : 714, 내부 CO2농도 : 0.075, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-21 11:16:21, 내부 온도 : 25, 외부 온도 : 1, 내부 습도 : 57, 외부 광량 : 657, 내부 CO2농도 : 0.065, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-21 11:16:25, 내부 온도 : 19, 외부 온도 : 12, 내부 습도 : 51, 외부 광량 : 662, 내부 CO2농도 : 0.055, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-21 11:16:26, 내부 온도 : 25, 외부 온도 : 10, 내부 습도 : 56, 외부 광량 : 587, 내부 CO2농도 : 0.070, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-21 11:16:30, 내부 온도 : 30, 외부 온도 : 0, 내부 습도 : 50, 외부 광량 : 556, 내부 CO2농도 : 0.038, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 11:16:31, 내부 온도 : 26, 외부 온도 : 18, 내부 습도 : 57, 외부 광량 : 559, 내부 CO2농도 : 0.028, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-21 11:16:35, 내부 온도 : 28, 외부 온도 : 17, 내부 습도 : 50, 외부 광량 : 693, 내부 CO2농도 : 0.029, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-21 11:16:36, 내부 온도 : 21, 외부 온도 : 1, 내부 습도 : 56, 외부 광량 : 602, 내부 CO2농도 : 0.084, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 11:16:40, 내부 온도 : 24, 외부 온도 : 8, 내부 습도 : 56, 외부 광량 : 635, 내부 CO2농도 : 0.034, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-21 11:16:41, 내부 온도 : 20, 외부 온도 : 11, 내부 습도 : 53, 외부 광량 : 596, 내부 CO2농도 : 0.050, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 11:16:46, 내부 온도 : 29, 외부 온도 : 8, 내부 습도 : 56, 외부 광량 : 611, 내부 CO2농도 : 0.062, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-21 11:16:46, 내부 온도 : 21, 외부 온도 : 21, 내부 습도 : 57, 외부 광량 : 589, 내부 CO2농도 : 0.100, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-21 11:16:51, 내부 온도 : 30, 외부 온도 : 20, 내부 습도 : 55, 외부 광량 : 663, 내부 CO2농도 : 0.042, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-21 11:16:51, 내부 온도 : 28, 외부 온도 : 0, 내부 습도 : 53, 외부 광량 : 645, 내부 CO2농도 : 0.058, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-21 11:21:59, 내부 온도 : 25, 외부 온도 : 18, 내부 습도 : 59, 외부 광량 : 675, 내부 CO2농도 : 0.079, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 11:22:04, 내부 온도 : 26, 외부 온도 : 7, 내부 습도 : 59, 외부 광량 : 662, 내부 CO2농도 : 0.100, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-21 11:22:09, 내부 온도 : 27, 외부 온도 : 21, 내부 습도 : 50, 외부 광량 : 714, 내부 CO2농도 : 0.041, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-21 11:22:13, 내부 온도 : 29, 외부 온도 : 16, 내부 습도 : 52, 외부 광량 : 571, 내부 CO2농도 : 0.092, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-21 11:22:14, 내부 온도 : 28, 외부 온도 : 20, 내부 습도 : 52, 외부 광량 : 529, 내부 CO2농도 : 0.089, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-21 11:22:36, 내부 온도 : 25, 외부 온도 : 12, 내부 습도 : 58, 외부 광량 : 509, 내부 CO2농도 : 0.067, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-21 11:22:41, 내부 온도 : 22, 외부 온도 : 1, 내부 습도 : 58, 외부 광량 : 605, 내부 CO2농도 : 0.076, 내부 O2농도 : 6
